,city,date_posted,description,employer,type,industry,job_search_key,locality,title,url
105,Melbourne,2017-08-25T06:26:46Z,"An initial 03-month contract for a Reporting Data Analyst to join a large telco initiative here in Melbourne.
Long term career opportunity, large program of work!
Fantastic Melbourne CBD location, close to large transportation hub!
Must have: Strong use in VBA/SQL/Tableau experience to be considered!
This is an end to end autonomous role looking for a person who can take ownership of their responsibilities and deliver a quality result.
Having the ability to work closely across all business units and with all Levels of Management is highly regarded for this position.
This organisation is an iconic Telco organisation, requiring an experienced IT Data Analyst!

The roles activities and responsibilities include:
Design and develop reports, reporting tools and procedures
Design and maintain ongoing optimisation of business management reports and analytics
Ensure the quality of data inputs for information output within reporting
Improvement and enhancement to reporting procedures through automation and optimisation
To be considered, you will have the following:
Proven experience: as a Data Analyst
Must have: Advance use in VBA/SQL/Tableau experience to be considered!
Excellent skills with Excel and Access are essential
Experience with MS Project and/or Primavera P6
Experience with MS Excel for reports, simple macros, pivot and data manipulation.
Able to present reports in a workshop environment
Ability to work in a fast paced environment
Strong C-level stakeholder engagement skills
Polished verbal and written communication skills at all levels
 

To be considered for the role click the 'Apply' button or for more information about this and other opportunities please contact Bennett Sutton on 03 86804240. Please quote our job reference number: 200170452.",Paxus Australia Pty Ltd,Contract/Temp,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,Reporting Data Analyst - Telco,https://www.seek.com.au/job/34248396
106,Melbourne,2017-08-25T06:22:46Z,"An initial 03-month contract for a Senior Reporting Data Analyst to join a large telco initiative here in Melbourne.
Long term career opportunity, large program of work!
Fantastic Melbourne CBD location, close to large transportation hub!
Must have: Advance use in VBA/SQL/Alteryx/Tableau experience to be considered!
This is an end to end autonomous role looking for a person who can take ownership of their responsibilities and deliver a quality result.
Having the ability to work closely providing specialist reporting and analysis for the Governance Framework reporting to EGM, GM and Business Leaders.
This organisation is an iconic Telco organisation, requiring an experienced IT Data Analyst!

The roles activities and responsibilities include:
Roadmap and framework for delivering streamlined reporting consolidating different data layers/tools into their corporate BI tool
Design, develop, implement and maintain reports, reporting tools and procedures
Design, Development and ongoing optimisation of business management reports
Ensure the quality of data inputs for information output within reporting
Improvement and enhancement to reporting procedures through automation and optimisation
To be considered, you will have the following:
Proven experience: as a Data Analyst
Must have: Advance use in VBA/SQL/Alteryx/Tableau experience to be considered!
Excellent skills with Excel and Access are essential
Experience with MS Project and/or Primavera P6
Experience with MS Excel for reports, simple macros, pivot and data manipulation.
Able to present reports in a workshop environment
Ability to work in a fast paced environment
Strong C-level stakeholder engagement skills
Polished verbal and written communication skills at all levels
 

To be considered for the role click the 'Apply' button or for more information about this and other opportunities please contact Bennett Sutton on 03 86804240. Please quote our job reference number: 200170453.",Paxus Australia Pty Ltd,Contract/Temp,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,Senior Reporting Data Analyst - Telco,https://www.seek.com.au/job/34248299
107,Melbourne,2017-08-25T05:01:20Z,"Our client is a strong retail business who is seeking for a Data Analyst. On this role the successful applicant will assist and support the Merchandise Team in the achievement of budgeted sales, gross profit and inventory productivity measures. You will get the opportunity to directly influence the business profitability by turning data into information, information into insight and insight into business decisions.
Key Responsibilities:
Identify, analyse and interpret trends or patterns in complex data sets
Develop and implement databases, data collection systems, data analytics and other strategies to optimize statistical efficiency and quality
Interpret data and analyse results using statistical techniques
Provide ongoing reports
Acquire data from primary or secondary data sources
Maintain databases/data systems
Maintain and update existing excel based tools
Filter and ""clean"" data by reviewing computer reports, printouts and performance indicators to locate and correct code issues
Build and produce reports
Conduct analysis and make recommendations
Identify process improvement opportunities
Key Attributes and Skills:
Knowledge of statistics
Strong analytical skills
Proven experience as a data analyst or business data analyst
Technical expertise regarding data model, data mining and segmentation techniques
Advanced Excel skills
Ability to take a proactive approach and have a strategic mindset
Strong communication skills, both written and verbal
Be able to work collaboratively as part of a team
  If you are interested in having a confidential chat about this opportunity in more detail please contact Anna at JIVARO:
melbourne-marketing@jivaro.com.au
+61 (0) 3 8899 7705",JIVARO recruitment,Full Time,Retail & Consumer Products,data-analyst,CBD & Inner Suburbs,Business Data Analyst,https://www.seek.com.au/job/34246577
109,Melbourne,2017-08-24T05:23:23Z,"About the company
ManpowerGroup Australia and the Australian Defence Force (ADF) work in partnership to recruit Defence personnel for the Navy, Army and Air Force. This collaboration utilises the skills and knowledge of Defence Force personnel & Manpower employees to achieve capability for the ADF.
About the role
As a member of the Defence Force Recruiting (DFR) Corporate Services Team, the Data Analyst will assist in the development and maintenance of national performance tracking and reporting systems which are accurate, time sensitive and meet the needs of internal and external stakeholders.
This role will be integral to the evaluation of business performance enabling effective management of the DFR business. It will also provide detailed analysis and reporting, as determined by the Reporting & Data Analysis Manager.
Routine activities include data extraction and data cleansing for ongoing use, creating visualisations for data using Excel or Tableau, liaising with stakeholders to meet the data needs of the organisation, and support for ad hoc requests.
Key Accountabilities
Accurate preparation and delivery of all identified reports/analysis and ad-hoc reports to key-stakeholders within agreed time-frames.
Undertake analysis of DFR to determine significant variances, which need to be brought to the attention of Senior Managers.
Prioritise reports in accordance with operational requirements.
Condense data and detailed analysis into a consumable format for Senior Managers and Stakeholders.
Build and maintain strong relationships with internal and external stakeholders.
Identify improvements and support the Team to meet national target achievement benchmark of 100%
Ensure you comply with all relevant Quality ISO standards, Policies, Procedures and Processes, how it applies to you, how you are to adhere to them and support their application within DFR
Skills and Experience
Exceptional Graphical / Statistical Report writing skills (Excel & Office)
Basic SQL experience including simple query building
Data visualisation capability (Tableau highly desirable)
Basic database skill (e.g. Access, SQL)
Exceptional analytical and problem solving skills
Essential
Australian Citizenship
Be able to obtain and hold a Security Clearance
Diversity
ManpowerGroup is committed to being a Diversity Confident Recruiter and encourages applications from people from a diverse range of backgrounds, including people with a disability. Please indicate your preferred method of communication in your resume and please let us know if you require any reasonable adjustments should you be contacted for an interview by contacting Diversity@au.manpowergroup.com.",ManpowerGroup,Full Time,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,Data Analyst,https://www.seek.com.au/job/34237020
111,Melbourne,2017-09-07T23:35:49Z,"PM-Partners group are a specialist Project Management Consultancy.  We have a unique way of running projects and providing training and advice, so our clients get the best results with less cost and risk.  Each year we deliver over $2B of projects, train over 9000 people, and help some of Australia’s leading brands improve their PMOs.
 
PM-Partners are seeking an experienced Business Analyst - Infrastructure and Applications with experience of working on complex Data Centre, Infrastructure, Application Migration projects to join the team ASAP.

To be successful in this role, you will have experience and strengths in the following:
Proven experience as a Business Analyst where you have worked on complex data centre, infrastructure and/or application migration projects
Discovery, data analysis, documentation and requirements management experience
Demonstrated experience in both waterfall and agile methodologies
Ability to think broadly and draw on experience in business and technology environments
Attention to detail, yet able to step back and see the big picture when the situation requires
Excellent communicator where you are able to collaborate effectively with others to achieve common goals
Solid workshop facilitation skills
Demonstrated ability to take on accountability for complex pieces of work and work autonomously
If you feel you meet the selection criteria and are looking to join a leading Project Management Consultancy then please submit your resume highlighting the above to PM-Partners. ",PM-Partners Group,Contract/Temp,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,"Infrastructure, Business Analyst, Data Centre",https://www.seek.com.au/job/34354489
112,Melbourne,2017-09-01T04:24:56Z,"A leading Australian Retail Brand is currently seeking an experienced Data and Commercial Analyst to contribute to a culture of continuous innovation in how they use data, from analytical techniques through to application.
Reporting to Analytics Manager, you will provide analysis & insights across the existing strategies along with making recommendations for future growth plans.
Key Responsibilities
Deliver analytics solutions to the business on pilot design (test & learns, campaigns etc.), prototype, build and test many possible hypotheses.
Provide data driven recommendations to test innovations and optimise their success before industrialising them.
Working with large, complex data sets, solving difficult, non-routine analysis problems and applying advanced analytical methods as required.
Support the business with financial & commercial analysis to develop short and long term strategies as well as key performance indicators to achieve business initiatives
Engage with relevant business partners, prioritising and assessing business proposals to support sound commercial decisions and profitable growth
Continuous improvement of analysis and reporting tools for commercial & profitability analysis
Key Skills
Background in building and testing hypotheses, creating business cases, data analysis and delivering insights
Excellent communication skills, ability to present insight and analysis to senior management.
Confidence to challenge current thinking by leveraging available data.
Keen problem solving skills with an explorer mentality - will keep searching for information to identify new trends and test hypotheses.
Advanced MS Excel Skills.
Tertiary qualifications in a quantitative discipline
This is an excellent opportunity to lead the analytical solution delivery to the business on new ideas and provide data driven recommendations to test innovations and optimise their success before industrialising them.
For more information, please call Aditi on 03 83305003 or email on
IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.
http://www.bluefinresources.com.au/privacy-policy",Bluefin Resources Pty Limited,Full Time,Consulting & Strategy,data-analyst,CBD & Inner Suburbs,Data and Commercial Analyst,https://www.seek.com.au/job/34301392
113,Melbourne,2017-08-23T07:01:30Z,"Design & Build are currently inviting applications for the role of Data Analyst to join a council in Melbourne's inner west on a 3 month contract. As the successful candidate you will provide Council and management with timely asset information relevant to capital project delivery and asset capitalization into council’s financial register whilst proactively managing and maintaining the asset systems.

Key Requirements; 
Degree in either Accounting with several years experience in an accounting or project delivery environment.
Proven and exceptional aptitude in information systems, technology, databases and business processes in the maintenance and development of asset accounting registers.
Demonstrated knowledge of asset accounting, statutory and other reporting requirements.
Demonstrated understanding and skills in assisting with performance reporting, service reviews and planning, process mapping, continuous improvement.
Advanced skills in the use of excel, visio, survey tools, performance manager and proficient in the use of Word, Windows, operating systems, SQL, analytical software, databases and process mapping.
National police check required
If you are available immediately and meet the above requirements please call and speak with Sarah Kettlewell (03) 8535 3100 or Apply today!",Design & Build,Contract/Temp,Government & Defence,data-analyst,Western Suburbs,Data Analyst (Assets),https://www.seek.com.au/job/34228539
114,Melbourne,2017-09-01T03:26:57Z,"A leading Australian Service Provider is seeking an experienced Data Analyst on contractual basis to work with the contact centre function and deliver best in class insights to help the organization take data driven customer and business decisions.
Reporting directly to the Analytics Manager, you will be given the opportunity to work with internal stakeholders to understand business problems, capture requirements and translate them into insightful solutions.
Your key Responsibilities will be:
Establish a suite of key insights & reports that are deemed critical by the decision makers within the business and then work towards delivering advanced insights and recommendations.
Establish a tracking and measurement process to ensure progress is monitored and reviews against strategy and KPI's, whilst facilitating an excellent customer journey
Analyze data using SQL to plan effective utilisation of Contact Centre & New Selling Point (NSP) resource in line with the workload.
Working with key decision makers and stakeholders, develop metrics for new initiatives and investigate correlations and predictive opportunities
Add value to the team through process improvements and capability uplift
To be successful, you will have:
Strong and proven skills in data analysis and investigation methods in a contact centre environment.
Experience with multi-dimensional reporting technologies
Advanced SQL and MS Excel Skills.
Ability to manage multiple projects for multiple stakeholders simultaneously whilst managing expectations and ensuring delivery.
This is an exciting opportunity to assist with sourcing data from various systems and bringing them into the Analytical Workspace for reporting and analysis to deliver insights accompanied with commercially sharp and contextual commentary.
For more information, please call Aditi on 03 83005003 or email on
IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.
http://www.bluefinresources.com.au/privacy-policy",Bluefin Resources Pty Limited,Contract/Temp,Consulting & Strategy,data-analyst,CBD & Inner Suburbs,Data & Reporting Analyst,https://www.seek.com.au/job/34300312
115,Melbourne,2017-08-30T02:02:08Z,"THE COMPANY & CULTURE

This inner city not-for-profit is based on a collection of admirable values. 
The role is to sit within an established team, who are all about forward thinking and putting the community first. 


THE RESPONSIBILITIES
Data modelling / mapping / profiling
Documenting current and future data architecture
Strategy development
Creation and documentation of a data management strategy
Preparation of briefing papers, project documentation and business cases
Manage key internal and external relationships
Engage relevant SME's

THE REQUIREMENTS
Relevant Bachelor's degree
Substantial experience from a similar role previously
Experience within the IT industry, in project type roles
Stakeholder management skills
Exceptional attention to detail and organisation 
A positive, value driven, customer focused attitude

If you feel you can meet all of the above requirements, and want to be part of a company that's set on making a positive difference on the community, please click APPLY today",Accountancy Options,Contract/Temp,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,IT Data Management Analyst,https://www.seek.com.au/job/34278082
116,Melbourne,2017-08-29T05:50:36Z,"As the IT Data and Business Analyst, you will be joining a team to lead and perform data analysis, modelling, profiling, cleansing and migration. You will be creating and managing logical data models, while providing governance and assistance in physical data model implementations. Also, document and map the interactions between business process, information and data. 

To be successful in this role:
5+ years experience in a combined role including Business Analyst activities and Data. 
Technical expertise in data models, database design and data mining. 
Strong experience using SQL query tool s and SQL Server databases. 
Strong analytic skills. 
Expert in mapping, documenting, measuring and analysing business processes and requirements. 
Proven work experience as a data analyst. 
proven experience in defining solution options and design. 
Excellent communication skills. 
Based in Melbourne CBD
Initial 3 month contact. 
$65-$70 per hour

Apply on SEEK or contact Jacquie on jacquie.connaughton@mtr.com.au 



  M&T Resources is an equal opportunities recruitment agency and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law. Follow us on LinkedIn for the latest insights and best opportunities from Australia's most influential organisations. http://www.linkedin.com/company/m-and-t-resources",M&T Resources,Full Time,Information & Communication Technology,data-analyst,,Data Business Analyst,https://www.seek.com.au/job/34271393
118,Melbourne,2017-08-30T04:05:29Z,"A leading Telecom technology service provider is looking for a Data/Business analyst to join immediately. 
Immediate Interview!!!
Skills Required:  
Data modelling (understanding of Erwin)
Teradata
SQL
Business Analyst skill
Wholesale Telecom domain knowledge is an advantage
Note: We will call you with in 24-48 hours to discuss next steps once your resume is shortlisted.
   ",HIREHR,Contract/Temp,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,Data/Business Analyst - Teradata/Sql & Erwin,https://www.seek.com.au/job/34279637
119,Melbourne,2017-08-30T01:30:13Z,"As the Data Warehouse Developer / Systems and Data analyst you will work towards the reengineering of an existing database to transform it into a data warehouse and data smart model.
You will be comfortable capturing and drafting business requirements, writing technical design documents, developing robust data models, create efficient ETL processes while applying best practices.
Key Skills/Attributes;
SQL 
SSIS - Essential (ETL and Design)
Data Warehouse - Design and Implementation
  Accountabilities;
ETL/SSIS
Develop and maintain data integration solutions (SSIS) to load data files
Create reusable frameworks for data load and error handling
Have experience in incremental data loading
Working with vendor to ensure consist information is received.
Extracting data from various sources (XML, CSV, excel, DBs, etc)
Experience using various transformations.
Data Warehousing
Partner with internal and external colleagues to assist in the implementation & maintenance of a land data warehouse solution.
Create scoping document on data sourcing, data structure and data model
Design preferred data warehouse model to meet the needs of stakeholders.
Demonstrate good knowledge on performance tuning on the data warehouse.
Be able to support and maintain the data warehouse.
Have expertise in creating data marts
If the above sounds like you, we would love to hear from you - APPLY NOW! ",Expert Sphere,Full Time,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,Data and Systems analyst - Data Warehousing - ASAP,https://www.seek.com.au/job/34277529
120,Melbourne,2017-08-21T04:16:12Z,"A global leader in the automotive industry requires a temporary, full time Data Entry Clerk/Data Analyst

Your new company
This Global Automotive Company have dominated the industry for 80 years, selling vehicles in over 170 countries. They have an immediate vacancy for a full time, temporary Data Entry Clerk/Data Analyst within their sales and marketing team

Your new role
To continue the company’s growth and success we are looking for an organised and independent Data Entry Clerk/Data Analyst to undertake the below duties and more:
High volume data entry
Analysis and interpret the data
Report to managers and the team on your findings
Assist the team with adhoc administrative duties

What you'll need to succeed
To be successful in this role it is essential you have exceptionally high excel and data entry skills. Must have V look ups and pivot tables experience. You must have excellent communication skills, strong attention to detail and be highly organised.

What you'll get in return
On offer for the successful candidate is a temporary position in a successful and reputable company. You will be working in a great Port Melbourne location with a professional and friendly team within sales and marketing

What you need to do now
If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV in a word format or telephone Stephanie Leonard for further enquires 03 9804 5717. Please note due to the high volume of applications only successful candidates will be contacted.",Hays Office Support,Contract/Temp,Administration & Office Support,data-analyst,CBD & Inner Suburbs,Data Entry Clerk/Data Analyst,https://www.seek.com.au/job/34204322
121,Melbourne,2017-08-28T07:00:17Z,"Seisma is a growing technology and business consulting company based in Melbourne. We are experiencing rapid growth in particularly with Projects working in to our Tier 1 baking and finance client.
 
We are seeking a permanent Technical Business Analyst - Data to work together with our project team within our client's state of the art facility involving data migration, integration and reporting technologies..

A combination of business analyst traits coupled with strong technical skills across core SQL, Data Analytics, Data Warehousing and Data Engineering will be key to the success of this role. Your ability to explain and educate users across the entire data life-cycle and implementation will all be the key

Capabilities and experience required
Facilitate workshops and ensure business requirements are gathered and met
Solid communication skills with a experience in working with both business users and technical database analyst/developers and specialist
Mapping existing and to-be business processes
Strong technical skills across complex Data Warehouse, Engineering, Data Analytics and open source Data related solutions.
Data modelling skills as well as a strong RDBMS background 
Experienced in process improvement and education when supporting stakeholders through the life cycle of Data Migration, Integration, Business Intelligence and Data Warehousing.

 
At Seisma, we offer growth, training, bonus and equally committed to continuous involvement and engagement with our colleagues and community through social and sport activities.
 
To apply to be a part of Seisma, please follow the prompts or contact Mason Ng at 0408 238 882 or 03-9682 7589",Seisma Consulting,Full Time,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,Technical Business Analyst -  Data,https://www.seek.com.au/job/34261989
122,Melbourne,2017-09-08T08:20:29Z,"ICE is comprised of hundreds of individuals dedicated to developing and supporting a leading global marketplace. The corporate environment is a combination of entrepreneurial spirit, a passion for the business and for serving customers.
ICE is looking for motivated, results-oriented people and is committed to providing a comprehensive and competitive benefits package to ensure employees' health, well-being and financial security.
Intercontinental Exchange has an opportunity for a Data Analyst for Vietnamese Language within its ICE Data Services business. This role is available in Melbourne Australia.
Job Description:
Database(s) - understand, navigate and update relevant databases
Quality – maintain quality including data checks, spin offs/reports, and assisting in answering internal queries
Workflow – understand how own work fits into the workflow of the team/department and adapt to changes as they occur
Accuracy - Strong focus on data

Qualifications:
Secondary/High School education required, bachelor degree or equivalent preferred
Business English, plus fluency (reading, writing, speaking) in Vietnamese language 
Strong skills in the following areas
Interpersonal
Verbal and written communication
Strong PC skills including Microsoft Office, internet use, e-mail applications
Detail orientation
Logical approach to problem solving
Team orientation – both globally and locally within IDCO and in particular CDO
Willing to work from 2.30pm to 11pm
 ",Interactive Data,Full Time,Banking & Financial Services,data-analyst,CBD & Inner Suburbs,Data Entry Financial Information (Vietnamese language),https://www.seek.com.au/job/34363993
123,Melbourne,2017-08-25T05:32:30Z,"The Data Quality Analyst will be responsible for monitoring and identifying Data Quality issues, to support the Data Quality and Governance functions using Talend. In addition, you will be responsible for:
Monitoring and reporting on data quality to deliver reporting and dashboards that will enable the measurement of Data Quality performance.
Maintaining the completeness, validity, consistency, and accuracy of available data
Work with stakeholders to identify, define and document data quality issues, and then follow these through to the most appropriate action
cleanse and maintain data and support the ongoing maintenance of data bases aligned with company's quality and data governance strategies
The ideal candidate will have experience and a passion for data quality and governance and have a strong background in reporting and analysis. Experience in developing jobs/scripts in a data quality tool such as Talend, Informatica, InfoSphere, SAP Information Steward, or can demonstrate the ability to learn new software quickly is a MUST to be successful in this role. Knowledge of HiveQL and Hadoop, or other ‘big data’ environments/platforms. Working knowledge of SAP and/or SAP HANA would also be beneficial. The Data Quality Analyst will also need to have the ability to analyse and interpret data, extract insights, and develop business cases to support data quality initiatives.",Ambition Technology,Contract/Temp,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,Data Quality Analyst,https://www.seek.com.au/job/34247202
124,Melbourne,2017-08-18T05:00:33Z,We currently have a great 6 month fixed term contract opportunity for a talented and proactive professional to join AEMO,Australian Energy Market Operator (AEMO),Full Time,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,Data Analyst,https://www.seek.com.au/job/34191062
125,Melbourne,2017-08-18T00:24:01Z,"Our client is a leader in what they do in the North Eastern suburbs. We are seeking a strong Data Analyst who understands the complex nature of student or membership data. This is a contract role that will take you to Christmas starting immediately. Your main duties will be to dissect survey data and find meaningful insights, data analysis using SPSS, build reports and write the reports from your analysis. You will be joining an established team who works collaboratively together and is known to deliver.
 
 
What’s in it for you:
Starting Immediately until Christmas
North Eastern Suburbs
$450 - $550 (incl super) per day
Immediate start
Full time contract  
 
Your key responsibilities for this role:
Proactively engage with business stakeholders and clients to understand needs and inform report solution design by interpreting requests, extracting data utilising specialist software packages such as SPSS and Business Objects, analysing data and transforming results into meaningful reports for internal and external clients of the Education provider
Analyse survey data using SPSS to find meaningful insights and report on findings
Create/extract statistical tables, reports and analysis relating to staff and student statistics, and other performance indicators consistent with monitoring the organisations Strategic and Operational Plans
 
You must have demonstrated experience in:
 
Essential
A degree with subsequent relevant experience or an equivalent alternate combination of relevant knowledge, training and/or experience
Demonstrated strong experience in specialist statistical packages and database systems including SPSS, Access and Excel (analysing survey data desirable)
Demonstrated working knowledge of, and ability in, the use of technology and integrated systems to extract and analyse data including presentation in an easily understood form
Strong problem-solving skills and demonstrated ability to show initiative
 Attention to detail, accuracy and ability to meet deadlines
Excellent interpersonal, written and oral communication skills to enable effective communication with data users and clients, including good presentation and interpersonal skills
Ability to work as a member of a team and independently
Knowledge of the Australian higher education system
 
Desirable
Experience in the use of software packages such as Business Objects
Proficient in tableau or other report visualisation tools  
This is a fantastic full time contract opportunity for a driven Data Analyst professional who likes to work in a collaborative team. 

 
If you are available now and meet the above requirements please APPLY NOW. For further information ONCE YOU HAVE APPLIED call Donna on 03 9020 1994.",Sirius Technology Melbourne part of Sirius People Pty Ltd,Contract/Temp,Information & Communication Technology,data-analyst,Northern Suburbs,Data Analyst - North Eastern Suburbs,https://www.seek.com.au/job/34186545
127,Melbourne,2017-08-18T03:12:22Z,"Please note that only applications with Cover Letters addressing the Selection Criteria will be reviewed.
  OUR ORGANISATION
The Australian and New Zealand Intensive Care Society is the leading advocate on all intensive care related matters. ANZICS leads the world in intensive care research through the Clinical Trials Group (CTG) and bench marking of performance through the Centre for Outcome Resource and Evaluation (CORE).  
The Society is devoted to all aspects of intensive care medical practice through ongoing professional education, the provision of leadership in medical settings, clinical research and analysis of critical care resources.
  POSITION SUMMARY
To undertake data analytics activities to support the audit and benchmarking activities of the ANZICS CORE Clinical Registries.
The Project Officer will also be required to provide general support to the CORE team when required to produce timely and accurate reports, processing of information, data requests and the provision of web site queries and training. 
  SELECTION CRITERIA
Qualifications required
Successful completion of a degree course in data analytics, health sciences, health information management or a related field
Skills and experience
Essential
Strong analytical skills with proven experience managing large data sets with attention to detail and accuracy
Demonstrated experience working with SQL databases and querying tools.
Proficiency in using Excel for data reporting and analysis.
High level communication and interpersonal skills to foster collaborative relationships with internal and external stakeholders
Demonstrated report writing skills
Ability to work with minimal supervision, to be self-motivated and flexible in responding to changing work priorities.
Desirable
Experience using Power BI or similar programs.
Interest in machine learning and research.
Experience of working in the healthcare sector.
Previous experience working with health related data or Clinical Quality Registries.
  Position Description available on the ANZICS website: 
http://www.anzics.com.au/Downloads/CORE%20Project%20Officer%20PD%20August%202017.pdf 
Applications closing COB  Thursday 31st August  2017
 ",ANZICS,Full Time,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,Data Analyst,https://www.seek.com.au/job/34189133
128,Melbourne,2017-08-25T06:40:21Z,"The purpose of this role is to contribute to the success of a large Data Transformation program by delivering initiatives in a lean, agile way, whilst establishing strong relationships within Data, across the business, and with relevant stakeholders.
The role:
Gather requirements from business stakeholders and produce technical documentation based on these requirements
Arrange and facilitate workshops with relevant stakeholders
Through workshops, requirement gathering and stakeholder interviews this role will ensure that data is correct and secure and that customer privacy is being considered at all times. You will drive the creation of repeatable, robust, scalable, extensible and maintainable solutions using modern development practices and seek out opportunities to improve business value, and remove duplication
The program will work to manage data as a critical business resource to enable the enterprise to drive greater value through data applications and data science, in turn making data driven decisions a reality
Support the business and management with clear and insightful analysis on the data at hand
Make recommendations to senior management and project sponsors relating to the subject matter
Required to work with SQL databases and several programming languages and statistical software packages such as R and/or Python
Work in an Agile, Lean way to ensure we focus on work that pragmatically delivers the most value and eliminates waste and duplication
Essential Criteria
Senior Business Analyst with experience working on large scale, enterprise wide data driven programs of work
A background in Data Analysis / BI
Experience within the insurance industry would be preferred
Strong interpersonal, oral and written communication and presentation skills.
Ability to communicate complex findings and ideas in plain language
Ability to change direction quickly based on data analysis
Enjoying discovering and solving problems
Proactively seeking clarification of requirements and direction; take responsibility when needed
Being able to work in stressful situation when insights in (new) data sets is required quickly
Basic knowledge of Hadoop and MapReduce
Basic programming using SQL and statistical languages such as R and/or Python
Experience in real time analytics and business intelligence platforms such as Tableau
SQL or alternative data transformation development experience
For more information on this excellent opportunity based in the heart of Sydney CBD please apply using the link below attaching your resume and cover letter in WORD format.
We would like to take this opportunity to thank you in advance for your application and advise that only candidates that meet the position requirements and are an Australian Resident / Citizen will be contacted.
IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.
http://www.bluefinresources.com.au/privacy-policy",Bluefin Resources Pty Limited,Contract/Temp,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,"Senior Business Analyst, Data Transformation Program  ",https://www.seek.com.au/job/34248679
130,Melbourne,2017-08-23T06:45:15Z,"Our client is an iconic Australian organisation that currently has various projects on the go and is requiring a strong Data Analyst with extensive background in Data Warehouse, reporting and experience in driving the data strategy. This client is based in the CDB and is undergoing rapid maturity growth both in IT project delivery functions and data usage in a change to provide valuable insights to all aspects of the business.
To be successful in this role we are seeking a Data Analyst whom has over 5 years experience in this domain and has gained experience in delivering improved solutions for their clients and has a strong process and business focus. Extensive experience in the following will be required:
Technical Focus:
Excellent Data Warehouse experience
Experience Maintaining and Support products such as 'Click'
Strong Experience in creating and maintaining a Data Hub
Skills with SQL
Experience building fit for purpose dashboards
Strong knowledge of reporting and creating reports
Strong experience in 'as is' and 'to be' data architecture
ETL experience
Business Focus:
Experience within the Insurance Sector ideal
Experience in understanding individual business units business objectives
Analytical experience to investigate data from a number of sources ranging from Financial data through to customer behaviour, trends and surveys
Experience in creating a base data functionality and driving change through an organisation
Experience in gaining detailed requirements
Exceptional analysis skills in elicitation, planning and monitoring, and solution assessment and validation
Dealing with Actuaries and refining their use of data to more adequately allow them to assess and manage risk for their investments
You will liaise with various parts of the business and would be part of a broader program to stand up a larger BI and DW related program.
Be a pivotal role in establishing a base level of maturity with this organisation. You will then be a key member in this organisation engaging experts to create a Roadmap and define a strategy. The role would involve using your knowledge to break this down into key areas of focus and prioritise these initiatives.
If you are on the market for a new challenge and are keen to join this organisation on a long fixed term contract then please send through you latest CV to applicants@insitecontracting.com.au for a confidential discussion.",Insite Contracting,Full Time,Information & Communication Technology,data-analyst,CBD & Inner Suburbs,Data Management Analyst,https://www.seek.com.au/job/34228205
